machine_id,query_id,cost,time_ms,shared_hit,shared_read,rows
z1d,q1,231253.32,5714.318,14799,95585,4
z1d,q1,231253.32,5717.154,14799,95585,4
z1d,q1,231253.32,5718.089,14799,95585,4
z1d,q1,231253.32,5714.895,14799,95585,4
z1d,q1,231253.32,5716.249,14799,95585,4
z1d,q1,231253.32,5716.582,14799,95585,4
z1d,q1,231253.32,5715.971,14799,95585,4
z1d,q1,231253.32,5714.4,14799,95585,4
z1d,q1,231253.32,5715.342,14799,95585,4
z1d,q20,164116.85,738.784,57360,74699,193
z1d,q20,164116.85,742.04,57360,74699,193
z1d,q20,164116.85,742.323,57360,74699,193
z1d,q20,164116.85,746.393,57360,74699,193
z1d,q20,164116.85,744.473,57360,74699,193
z1d,q20,164116.85,742.857,57360,74699,193
z1d,q20,164116.85,741.846,57360,74699,193
z1d,q20,164116.85,742.898,57360,74699,193
z1d,q20,164116.85,742.872,57360,74699,193
z1d,q20,164116.85,742.672,57360,74699,193
z1d,q20,164116.85,742.416,57360,74699,193
z1d,q20,164116.85,742.143,57360,74699,193
z1d,q20,164116.85,741.247,57360,74699,193
z1d,q20,164116.85,743.589,57360,74699,193
z1d,q20,164116.85,742.761,57360,74699,193
z1d,q20,164116.85,743.79,57360,74699,193
z1d,q20,164116.85,742.113,57360,74699,193
z1d,q20,164116.85,744.483,57360,74699,193
z1d,q20,164116.85,741.742,57360,74699,193
z1d,q20,164116.85,740.578,57360,74699,193
z1d,q21,72643.41,2137.597,772613,315571,100
z1d,q21,72643.41,2131.58,772613,315571,100
z1d,q21,72643.41,2140.778,772613,315571,100
z1d,q21,72643.41,2129.937,772613,315571,100
z1d,q21,72643.41,2148.851,772613,315571,100
z1d,q21,72643.41,2133.0,772613,315571,100
z1d,q21,72643.41,2133.337,772613,315571,100
z1d,q21,72643.41,2155.248,772613,315571,100
z1d,q21,72643.41,2135.548,772613,315571,100
z1d,q21,72643.41,2142.759,772613,315571,100
z1d,q21,72643.41,2138.317,772613,315571,100
z1d,q21,72643.41,2136.478,772613,315571,100
z1d,q21,72643.41,2134.865,772613,315571,100
z1d,q21,72643.41,2140.707,772613,315571,100
z1d,q21,72643.41,2144.239,772613,315571,100
z1d,q21,72643.41,2146.712,772613,315571,100
z1d,q21,72643.41,2150.007,772613,315571,100
z1d,q21,72643.41,2143.272,772613,315571,100
z1d,q21,72643.41,2141.155,772613,315571,100
z1d,q21,72643.41,2135.48,772613,315571,100
z1d,q22,13103.26,156.45,59398,5177,7
z1d,q22,13103.26,143.81,59398,5177,7
z1d,q22,13103.26,143.615,59398,5177,7
z1d,q22,13103.26,143.518,59398,5177,7
z1d,q22,13103.26,142.596,59398,5177,7
z1d,q22,13103.26,142.578,59398,5177,7
z1d,q22,13103.26,142.08,59398,5177,7
z1d,q22,13103.26,142.391,59398,5177,7
z1d,q22,13103.26,142.301,59398,5177,7
z1d,q22,13103.26,143.171,59398,5177,7
z1d,q22,13103.26,143.505,59398,5177,7
z1d,q22,13103.26,143.365,59398,5177,7
z1d,q22,13103.26,142.233,59398,5177,7
z1d,q22,13103.26,142.586,59398,5177,7
z1d,q22,13103.26,142.558,59398,5177,7
z1d,q22,13103.26,142.285,59398,5177,7
z1d,q22,13103.26,142.439,59398,5177,7
z1d,q22,13103.26,142.202,59398,5177,7
