label,pooled_corr,compute_query_corr,naive_linear_lomo,analytical_lomo,gated_lomo,learned_lomo
OLD compute benchmark (scalar accumulation loop),0.16837207963081183,0.3058080254926935,23.0254233944231,31.135227600482253,28.05883911992862,31.26119652040696
"NEW compute benchmark, single-threaded GFLOPS",0.21314846464224213,0.3781470194277718,23.0254233944231,31.983078305058406,28.383074385732588,32.89326487749332
"NEW compute benchmark, multi-threaded aggregate GFLOPS",-0.69108280706675,-0.8161182011930158,23.0254233944231,21.599002941755867,22.295816818141116,23.99953361492541
