query_fraction,n_queries_sampled,n_folds,learned_mean,learned_min,learned_max,naive_mean,naive_min,naive_max
0.25,5,5,33.31861641515473,20.176012393556185,56.912644392593236,23.0254233944231,19.657263336178694,27.676891373127177
0.5,10,5,30.95113848090923,18.423175278539063,53.862261976394656,23.0254233944231,19.657263336178694,27.676891373127177
0.75,16,5,31.455943328608413,17.835034781497438,56.66885149826062,23.0254233944231,19.657263336178694,27.676891373127177
1.0,21,5,31.26119652040695,15.789994197860524,55.53914133051803,23.0254233944231,19.657263336178694,27.676891373127177
